10812,22105
10614,23732
10309,24890
10761,25557
10445,26670
10744,27755
10880,28174
10507,29326
10341,30193
10677,31813
10337,32191
10828,33506
10744,34706
10541,35655
10829,36480
10128,37480
11319,5724
11174,6856
11268,7277
11251,8276
11329,9180
11199,10188
11501,11376
11647,12634
11501,13616
11622,14529
11619,15616
11389,16647
11544,17345
11475,18551
11636,19498
11751,20704
11355,21345
11845,22874
11682,23538
11355,24778
11062,25243
11475,26535
11518,27629
11492,28395
11346,29481
11699,30316
11432,31729
11303,32693
11118,33579
11165,34493
11441,35578
11570,36535
11604,37301
12526,5660
12703,6518
12511,7206
12366,8546
12837,9512
12294,10514
12282,11836
12885,12953
12759,13654
12451,14831
12729,15242
12481,16636
12173,17530
12083,18508
12396,19383
12227,20446
12415,21611
12873,22185
12758,23514
12596,24926
12517,25511
12469,26405
12127,27122
12493,28476
12342,29647
12233,30571
12608,31078
12674,32521
12517,33481
12330,34380
12264,35835
12203,36505
12686,37399
13509,5798
13306,6354
13674,7690
13522,8540
13230,9404
13230,10318
13763,11816
13408,12730
13217,13289
13522,14191
13116,15676
13687,16641
13293,17746
13179,18419
13484,19358
13497,20933
13890,21504
13497,22571
13499,23438
13484,24869
13598,25288
13522,26685
13255,27154
13560,28500
13332,29592
13243,30837
13814,31865
13586,32779
13573,33604
13903,34328
13428,35463
13814,36347
13636,37261
14345,5611
14541,6517
14466,7796
14210,8755
14724,9879
14487,10524
14519,11547
14189,12752
14722,13637
14573,14830
14594,15491
14328,16226
14402,17548
14296,18347
14487,19360
14424,20809
14487,21939
14839,22760
14242,23208
14487,24625
14200,25190
14413,26672
14946,27791
14733,28142
14530,29517
14360,30274
14626,31851
14147,32463
14615,33844
14168,34612
14872,35413
14519,36775
14807,37447
15667,5840
15654,6637
15781,7468
15931,8450
15342,9732
15180,10725
15400,11638
15827,12574
15099,13578
15342,14722
15712,15530
15596,16616
15377,17540
15180,18245
15492,19365
15446,20636
15342,21560
15169,22345
15896,23766
15065,24806
15538,25718
15561,26538
15596,27370
15169,28490
15226,29472
15446,30893
15434,31678
15769,32579
15473,33794
15839,34439
15481,35721
15446,36506
15423,37349
16765,5696
16215,6626
16432,7370
16661,8369
16445,9598
16175,10583
16283,11690
16121,12676
16097,13432
16445,14566
16552,15470
16139,16734
16447,17736
16440,18375
16177,19852
16602,20604
16402,21768
16427,22532
16365,23409
16125,24249
16790,25425
16162,26318
16060,27696
16645,28921
16277,29394
16452,30408
16105,31752
16590,32537
16490,33489
16452,34603
16202,35392
16427,36531
16502,37408
17342,5741
17760,6491
17210,7810
17117,8840
17732,9227
17504,10586
17375,11670
17567,12427
17266,13629
17282,14296
17517,15482
17291,16647
17429,17611
17191,18375
17667,19326
17184,20843
17354,21267
17085,22086
17682,23688
17304,24410
17517,25462
17529,26414
17325,27273
17492,28542
17103,29694
17592,30584
17329,31222
17160,32466
17632,33390
17429,34458
17443,35274
17366,37583
17367,37575
18694,5520
18591,6378
18493,7819
18606,8220
18343,9822
18556,10373
18180,11237
18406,12665
18606,13341
18133,14782
18631,15332
18431,16935
18343,17611
18506,18387
18293,19376
18593,20466
18794,21117
18781,22639
18593,23797
18593,24172
18381,25612
18243,26564
18740,27888
18644,28593
18042,29732
18423,30479
18343,31610
18282,32807
18224,33893
18168,34691
18168,35742
18180,36744
18155,37571
19682,5654
19446,6751
19395,7180
19558,8658
19813,9603
19595,10636
19508,11550
19558,12690
19574,13866
19496,14890
19445,15808
19770,16559
19770,17899
19445,18588
19833,19614
19520,20391
19770,21330
19620,22532
19683,23634
19520,24348
19670,25637
19707,26673
19581,27896
19470,28805
19320,29932
19207,30270
19332,31397
19370,32687
19270,33301
19840,34237
19214,35769
19493,36260
19460,37295
20442,5658
20346,6633
20509,7305
20647,8457
20672,9697
20296,10179
20384,11613
20372,12577
20319,13115
20468,14174
20334,15996
20134,16609
20584,17661
20634,18638
20472,19827
20484,20716
20772,21568
20522,22582
20184,23120
20797,24410
20321,25575
20697,26489
20669,27734
20547,28530
20284,29419
20209,30396
20146,31510
20434,32750
20497,33413
20459,34703
20397,35592
20171,36181
20359,37308
21275,5856
21579,6099
21617,7365
21765,8555
21465,9751
21605,10571
21366,11790
21354,12298
21351,13742
21264,14183
21485,15104
21784,16357
21354,17425
21466,18779
21092,19885
21010,20519
21270,21690
21498,22374
21287,23740
21270,24830
21726,25676
21415,26610
21573,27791
21337,28441
21376,29582
21671,30921
21435,31491
21494,32456
21458,33527
21159,34208
21800,35268
21426,36472
21313,37336
22760,5414
22854,6390
22792,7157
22474,8855
22217,9717
22249,10836
22555,11262
22249,12186
22291,13142
22621,14909
22329,15502
22646,16584
22363,17295
22300,18752
22539,19852
22582,20757
22312,21853
22393,22780
22360,23903
22279,24456
22425,25627
22144,26630
22537,27693
22242,28480
22439,29523
22340,30409
22833,31842
22592,32424
22764,33728
22504,34420
22747,35424
22392,36282
22405,37384
23816,5507
23711,6373
23389,7335
23317,8776
23216,9579
23512,10314
23384,11609
23343,12540
23754,13336
23732,14282
23353,15221
23601,16283
23721,17557
23135,18763
23357,19599
23379,20774
23293,21641
23295,22678
23398,23722
23572,24584
23508,25675
23439,26313
23565,27582
23460,28742
23489,29796
23205,30687
23207,31728
23799,32292
23814,33630
23599,34322
23286,35414
23443,36353
23441,37281
24438,5628
24745,6347
24804,7476
24705,8441
24327,9312
24178,10666
24175,11371
24898,12424
24438,13675
24082,14848
24143,15836
24240,16462
24860,17196
24564,18506
24178,19246
24491,20650
24427,21530
24421,22612
24149,23314
24403,24229
24482,25727
24301,26733
24766,27598
24281,28747
24658,29671
24608,30326
24649,31581
24748,32798
24482,33590
24699,34871
24500,35245
24219,36766
24573,37269
25608,5733
25659,6736
25291,7302
25152,8653
25123,9443
25582,10113
25862,11562
25712,12218
25515,13662
25390,14556
25875,15648
25336,16262
25400,17644
25115,18256
25416,19385
25627,20655
25176,21320
25616,22315
25536,23281
25494,24624
25502,25472
25422,26532
25304,27821
25742,28830
25638,29345
25131,30944
25451,31211
25221,32703
25539,33727
25825,34795
25395,35462
25518,36581
25443,37339
26852,5308
26264,6264
26406,7202
26383,8668
26520,9232
26440,10915
26345,11806
26534,12805
26736,13693
26240,14567
26538,15597
26240,16354
26354,17792
26468,18587
26740,19608
26594,20631
26690,21277
26439,22663
26444,23365
26427,24587
26468,25677
26436,26323
26442,27247
26126,28452
26456,29773
26480,30749
26208,31454
26330,32486
26266,33217
26731,34451
26813,35290
26787,36143
26763,37816
27284,5439
27603,6616
27726,7530
27617,8600
27222,9091
27801,10408
27139,11334
27484,12453
27415,13618
27206,14628
27450,15214
27688,16649
27586,17717
27464,18745
27557,19539
27561,20547
27699,21309
27708,22852
27293,23860
27353,24453
27770,25578
27546,26511
27386,27306
27126,28132
27470,29914
27810,30842
27455,31806
27415,32614
27148,33498
27597,34819
27814,35918
27777,36373
27932,37385
28115,5098
28193,6667
28181,7167
28465,8493
28477,9503
28471,10506
28424,11434
28246,12540
28799,13887
28494,14586
28266,15160
28290,16199
28319,17723
28679,18733
28764,19532
28512,20544
28650,21425
28269,22848
28632,23884
28237,24182
28705,25613
28462,26450
28843,27764
28489,28797
28521,29538
28533,30424
28345,31168
28571,32482
28342,33749
28173,34437
28740,35727
28890,36561
28860,37267
29950,5339
29148,6150
29469,7548
29499,8463
29464,9551
29474,10488
29466,11519
29527,12655
29579,13790
29329,14690
29507,15551
29472,16491
29189,17624
29660,18533
29539,19834
29336,20743
29354,21199
29344,22895
29695,23782
29640,24374
29522,25642
29692,26574
29194,27854
29838,28288
29414,29082
29341,30307
29517,31643
29334,32429
29574,33334
29813,34739
29431,35780
29893,36472
29089,37206
30396,5142
30362,6401
30463,7520
30487,8503
30497,9562
30500,10448
30498,11523
30487,12544
30438,13521
30422,14492
30433,15518
30465,16735
30776,17292
30351,18503
30351,19627
30514,20413
30722,21270
30640,22618
30602,23638
30274,24430
30782,25194
30411,26553
30847,27688
30345,28495
30089,29761
30776,30176
30629,31393
30820,32468
30531,33210
30514,34793
30111,35421
30405,36785
30111,37254
31406,5350
31663,6512
31497,7533
31484,8537
31499,9549
31486,10525
31469,11529
31415,12921
31404,13488
31524,14503
31448,15491
31502,16500
31328,17499
31551,18814
31426,19458
31546,20266
31720,21352
31890,22678
31671,23431
31540,24141
31338,25674
31802,26192
31660,27355
31202,28064
31468,29117
31317,30869
31791,31382
31868,32321
31322,33603
31420,34640
31546,35617
31529,36419
31671,37172
32498,5510
32488,6541
32509,7538
32517,8506
32488,9604
32498,10538
32523,11600
32495,12539
32463,13499
32364,14596
32348,15889
32337,16588
32255,17254
32370,18094
32610,19660
32277,20266
32135,21303
32544,22651
32304,23573
32321,24572
32654,25532
32293,26252
32403,27474
32626,28272
32675,29570
32435,30384
32272,31606
32534,32495
32566,33560
32299,34875
32364,35601
32152,36086
32135,37205
